Categoria,Nome,Istruzione rapida,Spiegazione completa,Parole chiave,Link immagine,Fonte normativa
Veicoli,Autoveicolo,"Veicolo a motore con almeno quattro ruote, esclusi i quadricicli.","È la famiglia che comprende autovetture, autobus, autocarri, trattori stradali, autocaravan e altri veicoli indicati dal Codice.",autoveicolo; quattro ruote; autovettura; autobus; autocarro; camper,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M160%20190l55-70h220l55%2070v45H145v-45z%22%20fill%3D%22%232563eb%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22135%22%20width%3D%22145%22%20height%3D%2245%22%20rx%3D%228%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutoveicolo%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autovettura,"Autoveicolo per trasporto persone, con massimo nove posti compreso il conducente.",È il veicolo tipico della patente B. Il limite dei posti distingue l'autovettura dall'autobus.,autovettura; automobile; auto; persone; 9 posti; patente B,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M160%20190l55-70h220l55%2070v45H145v-45z%22%20fill%3D%22%232563eb%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22135%22%20width%3D%22145%22%20height%3D%2245%22%20rx%3D%228%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutovettura%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autobus,Autoveicolo per trasporto persone con più di nove posti compreso il conducente.,"La caratteristica decisiva è il numero di posti: oltre nove complessivi. Nei quiz la parola autobus può comparire anche in segnali, corsie riservate e fermate.",autobus; bus; trasporto persone; più di 9 posti; mezzi pubblici; corsia riservata,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22130%22%20y%3D%22130%22%20width%3D%22380%22%20height%3D%22100%22%20rx%3D%2224%22%20fill%3D%22%23f59e0b%22%2F%3E%3Crect%20x%3D%22170%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Crect%20x%3D%22320%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Crect%20x%3D%22395%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Ccircle%20cx%3D%22210%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutobus%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autocarro,Autoveicolo destinato principalmente al trasporto di cose.,"È progettato per merci e carichi. Non va confuso con il trattore stradale, che è destinato soprattutto a trainare semirimorchi.",autocarro; camion; trasporto cose; merci; carico,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22280%22%20y%3D%22110%22%20width%3D%22250%22%20height%3D%22125%22%20rx%3D%2212%22%20fill%3D%22%23cbd5e1%22%2F%3E%3Cpath%20d%3D%22M110%20155h170v80H95v-50z%22%20fill%3D%22%23334155%22%2F%3E%3Crect%20x%3D%22130%22%20y%3D%22165%22%20width%3D%2272%22%20height%3D%2238%22%20rx%3D%225%22%20fill%3D%22%23dbeafe%22%2F%3E%3Ccircle%20cx%3D%22160%22%20cy%3D%22245%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22340%22%20cy%3D%22245%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22245%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutocarro%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Trattore stradale,Autoveicolo destinato al traino di semirimorchi.,La sua funzione principale è trainare un semirimorchio. Insieme formano un autoarticolato.,trattore stradale; motrice; semirimorchio; traino; autoarticolato,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22280%22%20y%3D%22110%22%20width%3D%22250%22%20height%3D%22125%22%20rx%3D%2212%22%20fill%3D%22%23cbd5e1%22%2F%3E%3Cpath%20d%3D%22M110%20155h170v80H95v-50z%22%20fill%3D%22%23f97316%22%2F%3E%3Crect%20x%3D%22130%22%20y%3D%22165%22%20width%3D%2272%22%20height%3D%2238%22%20rx%3D%225%22%20fill%3D%22%23dbeafe%22%2F%3E%3Ccircle%20cx%3D%22160%22%20cy%3D%22245%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22340%22%20cy%3D%22245%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22245%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ETrattore%20stradale%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autotreno,Complesso formato da motrice e rimorchio.,La motrice conserva la propria capacità di carico e traina un rimorchio completo. Non confonderlo con l'autoarticolato.,autotreno; motrice; rimorchio; complesso di veicoli,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M70%20200l40-55h120l40%2055v35H60v-35z%22%20fill%3D%22%232563eb%22%2F%3E%3Ccircle%20cx%3D%22115%22%20cy%3D%22245%22%20r%3D%2224%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22245%22%20r%3D%2224%22%20fill%3D%22%23111827%22%2F%3E%3Crect%20x%3D%22310%22%20y%3D%22120%22%20width%3D%22250%22%20height%3D%22120%22%20rx%3D%2210%22%20fill%3D%22%23dc2626%22%2F%3E%3Ccircle%20cx%3D%22370%22%20cy%3D%22250%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22510%22%20cy%3D%22250%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Cpath%20d%3D%22M270%20225h40%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutotreno%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autoarticolato,Complesso formato da trattore stradale e semirimorchio.,Il semirimorchio scarica parte del proprio peso sul trattore stradale. Questa è la differenza essenziale rispetto all'autotreno.,autoarticolato; trattore stradale; semirimorchio; complesso; camion,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M275%20170h70v70h-85v-45z%22%20fill%3D%22%23f97316%22%2F%3E%3Crect%20x%3D%22345%22%20y%3D%22115%22%20width%3D%22250%22%20height%3D%22125%22%20rx%3D%2210%22%20fill%3D%22%23dc2626%22%2F%3E%3Ccircle%20cx%3D%22305%22%20cy%3D%22250%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22410%22%20cy%3D%22250%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22550%22%20cy%3D%22250%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutoarticolato%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autosnodato,Autobus composto da due sezioni comunicanti collegate da uno snodo.,È destinato al trasporto di persone. Le due parti sono collegate permanentemente e i passeggeri possono passare da una sezione all'altra.,autosnodato; autobus snodato; bus articolato; trasporto pubblico; snodo,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2270%22%20y%3D%22125%22%20width%3D%22235%22%20height%3D%22110%22%20rx%3D%2218%22%20fill%3D%22%232563eb%22%2F%3E%3Crect%20x%3D%22335%22%20y%3D%22125%22%20width%3D%22235%22%20height%3D%22110%22%20rx%3D%2218%22%20fill%3D%22%232563eb%22%2F%3E%3Cpath%20d%3D%22M305%20145h30v75h-30z%22%20fill%3D%22%23facc15%22%2F%3E%3Ccircle%20cx%3D%22145%22%20cy%3D%22245%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22245%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22245%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22545%22%20cy%3D%22245%22%20r%3D%2225%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutosnodato%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Autocaravan,Autoveicolo attrezzato permanentemente per trasporto e alloggio di persone.,È un camper con carrozzeria speciale. Durante la marcia si può viaggiare solo nei posti omologati e non in piedi.,autocaravan; camper; alloggio; persone; posti omologati,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M170%20110h300l45%2070v65H140v-85z%22%20fill%3D%22%23e2e8f0%22%20stroke%3D%22%230f766e%22%20stroke-width%3D%2212%22%2F%3E%3Crect%20x%3D%22210%22%20y%3D%22135%22%20width%3D%2280%22%20height%3D%2248%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Crect%20x%3D%22320%22%20y%3D%22135%22%20width%3D%2280%22%20height%3D%2248%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Cpath%20d%3D%22M140%20240h-75%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22250%22%20cy%3D%22255%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22255%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutocaravan%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art54!vig=
Veicoli,Filoveicolo,Veicolo elettrico alimentato da una linea aerea.,Il filobus è un esempio tipico. Ha motore elettrico ma riceve energia dai fili aerei durante la marcia.,filoveicolo; filobus; elettrico; linea aerea; trasporto pubblico,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22130%22%20y%3D%22130%22%20width%3D%22380%22%20height%3D%22100%22%20rx%3D%2224%22%20fill%3D%22%230ea5e9%22%2F%3E%3Crect%20x%3D%22170%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Crect%20x%3D%22320%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Crect%20x%3D%22395%22%20y%3D%22150%22%20width%3D%2260%22%20height%3D%2242%22%20rx%3D%226%22%20fill%3D%22%23dbeafe%22%2F%3E%3Ccircle%20cx%3D%22210%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EFiloveicolo%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art55!vig=
Veicoli,Rimorchio,Veicolo privo di motore destinato a essere trainato.,"Ha targa e immatricolazione proprie secondo i casi previsti. Non va confuso con il carrello appendice, che è considerato parte del veicolo trainante.",rimorchio; trainato; senza motore; targa; immatricolazione,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22200%22%20y%3D%22120%22%20width%3D%22300%22%20height%3D%22120%22%20rx%3D%2212%22%20fill%3D%22%2364748b%22%2F%3E%3Cpath%20d%3D%22M110%20235h90%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M110%20235l-45%2025%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ERimorchio%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art56!vig=
Veicoli,Rimorchio leggero,Rimorchio con massa massima autorizzata non superiore a 750 kg.,Il limite di 750 kg è ricorrente nelle regole delle patenti B e BE e nei quiz sui complessi di veicoli.,rimorchio leggero; 750 kg; massa massima; patente B; traino,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22200%22%20y%3D%22120%22%20width%3D%22300%22%20height%3D%22120%22%20rx%3D%2212%22%20fill%3D%22%2394a3b8%22%2F%3E%3Cpath%20d%3D%22M110%20235h90%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M110%20235l-45%2025%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ERimorchio%20leggero%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art56!vig=
Veicoli,Semirimorchio,Rimorchio che scarica parte del proprio peso sul trattore stradale.,Durante la marcia è sostenuto in parte dal veicolo trainante. Con il trattore stradale forma un autoarticolato.,semirimorchio; trattore stradale; autoarticolato; peso; traino,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22200%22%20y%3D%22120%22%20width%3D%22300%22%20height%3D%22120%22%20rx%3D%2212%22%20fill%3D%22%23dc2626%22%2F%3E%3Cpath%20d%3D%22M110%20235h90%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M110%20235l-45%2025%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ESemirimorchio%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art56!vig=
Veicoli,Caravan,"Rimorchio attrezzato per alloggio, utilizzabile da fermo.","La roulotte è un rimorchio e non un autoveicolo. L'alloggio è previsto quando il complesso è fermo, non durante la marcia.",caravan; roulotte; rimorchio; alloggio; campeggio,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M170%20110h300l45%2070v65H140v-85z%22%20fill%3D%22%23e2e8f0%22%20stroke%3D%22%230f766e%22%20stroke-width%3D%2212%22%2F%3E%3Crect%20x%3D%22210%22%20y%3D%22135%22%20width%3D%2280%22%20height%3D%2248%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Crect%20x%3D%22320%22%20y%3D%22135%22%20width%3D%2280%22%20height%3D%2248%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Cpath%20d%3D%22M140%20240h-75%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22250%22%20cy%3D%22255%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22255%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ECaravan%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art56!vig=
